970739513969475584###elyassambas|Elyas.Sambas
1229436502884704256###Repetition88|Repetition

936839510842888192###burntburner__|yawn
1299615321804943361###101010101010sj|.
834182162777784320###BlckBltMiguel|BlackBeltMiguel
1080136049903439889###therealnotlotus|lotus
874093730730360832###wheeppl|will
1243474683489443840###xak0mal|art
1967226632###luissmac|Luis
1208181622501101568###sidsri06|Sid
883674934383398913###ImVasse|Vasse_
1035681632928165888###_jerooooome|ana
1309839676425945089###Jasonbui_|Nguyen Bui
1259138270962860034###aleryuhh|em


811483283162705920###nytc111|nat
1266248933543534594###aishagho|Joshua
1112641184545923072###user_564769|user_564769
709535370111635456###nivshom|Nivshom
1169174203519533056###bannZaii_|banzai
1266805051172913153###jakeram32854468|jake ramsey

1338193105401475072###eyy_raz|ani
1375294231435038729###killuaxfrank|.
756720413716217856###naniiieeee|nanie
1330954550937731072###RainzellxD|Rainzell
898560618583777280###snakeeyeswayne|SNAKEEYESWAYNE
1173902612883808256###poumagro|newba
1290436328757305348###seth18813881|seth
1377347187999453185###ohyhhhhh|Nubdayaya
1143802018361835520###wriwriiiiiii|Riri

1331618089595596805###Bcninja2|Bcninja
1257525623905374209###govendergabe|gabe govender
1369983121026781184###mont_iiii|Monti
1267870041254526979###bigmooze_|Moose
1301911068944617473###NotAGamerGiirl|Gerd
79579859###leongidas|James Leong
1281133391593652225###elfrxd|elfred
1139830453639110656###YeetyReezy|Aiman
1347047420211785729###Ivantwts_|Shiiro
4107453221###boogieuwu|romulo
1375068737066258433###otannx|._,
928319062672920578###senpai_cameron|Cameron
1247803787122634752###itsdhananjayyy|Dhananjay

1235032241476001792###MaryLikesSoup|Mary Likes Soup
1039187482850418688###J5pectre|JSy

1031460530127597568###Dante19977|M.Qais
1252198868067823616###takoyakilover21|v
1348571353784279040###GW_Laksono|hehe

1030990793295593472###zzadddd|miko
797999861413122049###lessgoonow|Fre9zy
1125763040992010240###Hat_isWhite|Rainy
1384322526373765120###Alifram88330764|Aisle.-

1300696970747695105###Randomd32638636|Random dude
1321523671391997952###bruhbabooey1|boombla fan (no Ls taken, has never been ratiod)
1287093658638929921###Daniel45514499|Daniel
1174558745323401216###ikeahotdog1|Johnny
969461633423724544###saekoi_|Nick
1074232954539335685###bhaswar007|roy
1346915028683739136###secretiwnl|brandonn
1251019083220426752###yams_YT_|Replel

1073267580163354625###EvasionMagic|Phrog
1180159977056391169###_autumnnn14|autumnishere

1259745046238244864###inherentgIamour|mina

1133624480369074176###cheemz0|rens
1401400399257489410###bilalofmetsudo|bilal
1401410002217160706###aloevera13x|aloe
2988021516###jinyoong291|aarghhh

783320897507786753###xd_HKHemanth|HK
4772043985###kaeellynnothere|kaelyn
1206568660883501056###superkrunchii|nielsen

1355949022528368641###sobbingsage|viktor ivan the terrible rushokonav
1303180383131967489###suptadat|kainchou
2734646769###Celince02|Celince

161169184###DSFMCU|J
1240261286111457280###Targa989|Targa12
1401254024679104513###daeDsInasN|,
1331162189353213955###kokorohaitai|tiramissu
887199265033814016###Jhounelle09|FalcoN
1195710996137930757###jreddd3|lanaya
1079377840473174017###amiracles__|winter

1400829758456225800###pch53784678|pch(;_;)
1383805218287091733###Ainz_999|Ainz


4866925420###MCelalBaki|bbbbbnd


1011981838989094912###ryhorii|ryan

1233719434465800193###haiqallyusri|haiqal
1326631976447586304###DummyHentai|okau
1350608270138871808###pz206u|Non

1151900900618919936###lizsucksbutt|liz
866016629074702336###NicoalShi|Niko

1104691464972521472###softxbxtch|teodoraaa


1400346355072221184###Maller97248056|Maller
1290997490158903298###TTssiipp|Tsip
1400196752649588737###LishaBONLISHALI|Ven
1363592526943449089###felipezcba|fefe
1356401815550529536###rojebunbun|love, rosie
1105037155322126336###Zo1nkzz|hcaZ
856302948443242496###Midoorii_|Midorii
1121834028191993856###YItchy11|You.Itchy11
1371730047711731713###Somethi99561107|Something
1201228717529288704###jLee_112|JLee
1331994453716791296###grwnchild|newl
1071648594858524673###collinregan72|Collin
1398008544390107136###Boots05896113|Boots
1216893462366380034###poopoo22107634|poopooisyumyum
1194711096994742273###kasd317|�Cu�l es mi nombre:)?
1340525696330813441###yopapaisyomama|mustarddady
1151077936188911616###dankcxv|DankCXV
1159840491447283712###YOSHIOKIE|i love tochi
1399640121478049793###whimsylooo|danipoo
1291228254397804544###PutrartupPutra|puput
1353296244970414080###shinazii|E
1278400490456231936###GreyArc3|GreyArc
950023187479216128###Belogski1|BelogSabog
1357749696702255105###ikennax2|killjei
1267305523419869185###amisha_r28|amisha
848616922589671424###444kadyn|kay (Taylor�s version)
1287823435511607297###preeti_lol|preeti
1247639389133582336###hannnahl1|hannah
1321316377114800128###nocapnocapshees|papap

1143824789691179008###GuptaHarddik|Harddik Gupta
2658826502###thecodgenius360|I don't have a brain
1217856123786551296###MyRyuDxD1|MyRyuDxD
1201139998910599168###johnzephaniahh|Zeph
1041839378002145282###sukasardenbotol|kiko
1332367891048574976###jujuqinhA|peste jubonica
1058331825234370562###kanne_maui|Markanne Maui Uy
1378797148922290180###Jess38162966|Jess
704227771648618496###itsmeonlymeka|gg


856516577763655680###raphael999_|raphael
860299936906137601###opt3M7|o.p.t3
956545836309270528###A_Lie_101|big a lie
1160368491322466304###rldnunag|rafi


1393794907014373377###realnikmin|nick
1232290187620667393###jiaelechosa|nikol
1156244869641228290###Phoenix4577|Phoenix
1398631385850519552###JRfederez0|J.R.
2902680462###siri_iristaz|iris
3097908373###hasbyaax|krk

1067421843471122432###nonamebrobruh|nonamebrobruh
1174464570980589570###okakashake09|supaGelato
1342476508661628928###scrinikz|Scrinikz
3047728687###lugowyties|lugo
1205291545005441024###Archaerus|Kira

1329417923744567303###Binarys13|KING Binarys
1141339462393368577###Michael42369588|EdveR
4751627666###DiannaChloe|Chloe (Nostalgia)
1063596814065119232###yevgenysiregar|Marimo

953385065219846144###lynlovsu|lyn
1353964231775805440###wasabicowflying|ku

1348989091300327425###mmummms|steve
1153043153999605767###mavaskk|Mavask

1390698557024337921###fungiss1234|Fungiss
1178390130127704064###florasst|Floraa
1271468322324971520###jackcamsgarcia|Furaito
1211122498676281345###bototoz|bototo
1326934391155695618###cornkies|sunset
919623169857617920###Ru_styx384|Ermmm
942058402590494720###ladmtje|ntylishsoob
1204848011869749250###LockjawLuxie|:o
1315474150316630016###Motivat25324860|Motivational Lizard
1174728034038870021###tl_furyy|furyy
994033437127274496###miftajnnhhh|Mit

960248722964865024###Jlaxer1|Jlaxer
196977884###marsdelatorre|Mariel
1376625673196867584###sexgumii|anniversary ��,,
2421101495###EndureMiguel|Miguel
1191219638627164160###lunelovelyy|haywee

1098019987439026177###No_Nameiii|NoName
1030101588063350784###tanannudt_|tanannudt
1026561465761783810###ldixt|Surya Saravanan


1182414561963626498###bloomexv|uwu
743689898394169346###kpate403050|yo

1053325378087993345###jonathan3073940|johnny
2842782117###JusFlowin|Flow
906065903434907648###AndyChee98|Andy Chee
1357542600744534017###ShaashS2|ShashS2
1112922243741302784###CharlesCaccam|altgggg
1323059653786230785###captainGrill2|captainGrill
971152401854955521###kankee7|kankee7

1219279166979309568###justTrav_|Trav
801046835259260928###knntfrncsco_|ken
1117737315990814721###jocazki|Jocass

1197681566450733057###HaitangBee|Faith
1231459508007780353###MoistyMorfin|David
626289876###xander_dude|yung property fraud
1356081697075429377###cozyspriv|cozys
1019244337371070464###yoedwardchill|shinra
1397359558146805763###BlazxsSad|:)
973160831180406784###fabsonaa|sopya
1096880511966941184###scentochi|OT7
1063767811250638849###akosiangelo9|@tenten
1462087700###canillasaaron|chris
4726878067###scciaIist|stephanie
709255782655664130###Melicious04|Gomsy


992145901215985664###VivianNHo1|vivi
1078050070455640069###Joosh356|josh
894816820577931264###mhtavbe|Matthiasm
3161774749###doingurdad|j
1359634499672428549###Galaxy_Migs|Migs
1300453321216413696###ILuvCatGirlsUwU|joshUwUa
1385335664707780611###ramonaaa28|Ramona
1126973964629180416###ericcz_|eric
1179878839490695168###_myla__b_|Myla Barrett
745042034583441408###blessedkiddo_|fala-tara-tana IV

1248546329720016902###NgShmuel|shm
1211826994989551616###superhisako|Hisako
1180076532263354370###Crystalspike_|Rohit
1266100096627888129###mwteusss|mateus
306635300###arlpxxx|~
1241599125885501441###yyvillx|Villeda
1307419584539103233###PRIVATEJULES|jules

1282392424455733248###yellmico|rhinestone eyes

1337901294971998208###ChaoticAV_|Chaotic
1383705196144906240###Happyoyolala|happyiyola
1208330025277251586###TematoChan|Temato_Chan
994871044346392577###iDurtz|lol no
1327633929419902981###hhyjss|jess
1165263672567951360###kyrellll|kriel
1239523565768069125###spade_taro|Miguel
131374786###popcornmintchip|Popcorn Mintchips

879127344014925830###darlingoyaho|fe
1346152004633194503###NeMilinkov|Nemanja
1307775722870599680###Screech16044346|yee yee
1316894712314257409###kellyellee|kelly
1396133344056954884###VonDelaCruz20|VonDelaCruz

1968166826###ordanJBarbero|Jordan
970005418582843392###bauginseng|SU DPT SEULSWING
1068153183111995392###ocen233|boo
1255049522448748546###ThawngCungLian3|DAVID
1064720882633924608###Andrew70753793|Andrew
4243539916###MesterStephon|.
1144490568992477184###_chocococoa_|Dani
1234063036152827904###oppaihuntr|huntr W
749662840500301824###cihipubi|y
746695785606062080###Sebastianistake|sebastianmumlol

1244256429101350912###notjuanvanxdal|h
2757491099###lukeison_|Luke Ison
1324964004771475457###ArubaHN|Aruba
1395750416671854597###_AmGotDrip|s.
139453157###lingling373|Xi Sim Ping
1391460987593584641###tedq_val|skytearer
353133035###HyLuciano|Luciano Silva
493603273###valbertfilho|valbinho
1346796016490532864###Voidzsz|D
1376438353260806146###Hunariiii|Hunari | Voqqy | K3h
1220222260620845056###fittssss|venn

37572906###akihabaradeep|.
1279366809724968965###kylelandrei|kayl
1156624474638147584###I_J_de_C|Phoenix Berber
2865400238###chinna_2002|m.
1106162078###aimabdhakim|Abdul Hakim
1388964719671738368###alt_apple|AppleAlt

1136852629877694464###juzero0|0
1196134711###JAPSYdesu|Japsy +
1172071155525533697###mrjlngc|lumiere

1281545175987150848###koreenaani|NaniKoreee
1306214437779640320###jlant0628|James Lantieri
1240867995716468736###ScavY6969|MrScavY
981283731456409600###SpecialT100|shit fart
1283560128424419328###MarvZ_X|MarvZ
2274592358###PeaceQueefer143|Kenjie Tonolete
2564944159###veena__|Veena
1158875895051931648###BramYoseph|M3GASharks

1168379822717825024###MridulShuvo|Zeus88725
1062755250384371712###IcedTurtle|ellipseas
983373252956512256###LilianneManoban|lili
1338657156199899137###breachplayer|yeremi elbert
1448863224###larz_larz_larz|rawrz
1157491609274994688###Fleekoz|Fleeko

1231389608551821312###Pop_Tart_Thief|Pop

1076818729021825024###Anugrah|Syanugrah
151698959###stripedspots|Amanda
1266909602333016065###JagessarNikolai|Nikolai Jagessar
1003730984###avzwll|avz.
1204239032336736256###CoinCrooked|thiefino bambino
1015625963097358336###clairesruiz|claire
2271118190###SushiMyTushi|jackie
1048862330707013632###BLUEREQUIM|c
1059187542795452416###kiancasanova|kian

26160376###jenrazo|Jennifer Razo
753137600119050245###mmmmudddd|aldo
732504719847886848###Laurenz_Graf|Laurenz Graf

2409918283###vanillasjjj|maroon

904243467232043008###pussysquelch|Ke-vigh
1271342407896805376###trishjjx|aes
988320592376971264###nhojiee_|nhoj
1252100657630216193###ib_albi|albi
883311457483370496###Poopcattt|cat
1188846340031172608###palladiumsulfat|qi

2943973656###Songcko|Maykie
782970975490932736###JarrydIsFat|Jarryd
1395196895862087681###notstocky|c

1147231287448625152###jvrtjvrtjvrt|jvrt
1026821954479710208###zhxngyxnglxw|Zhxngyxnglxw
388527319###EcheSketch92|cisco
700987616003362818###jillogarcia|JM
1360457831242113024###nuraaaw|Nuraaaw_
3130291302###JooshEspartero|M A R C K
1383213158777573377###greifer39800591|greifer
1331404728253763586###banananana255|banananana255
734790983360086016###AHumanFail|weeeeeeeeeeeeeeeeeeeeee
1132416387916296193###petingry|petin
816290650895224832###01010011_010011|harvard
1648690158###I_am_Bojorquez|Bose
1389703439853162497###Phantom28976151|Phantom


1287021504807436289###kungytweet|kungy

1210667006523039748###LSyntens|Deleted
1319781873380433920###drk_xo6|vanity's kitten

1321742073280843776###esmleer|Terrence Semeleer



3585471614###aomr1337|aiden
954078603368689665###Master_Beef117|masterbeef
1265253717927813121###honibonibee|cat boy bee thingy
944981640631242752###evafaves|fave
4241452817###Rishimenon69|Rishi Menon
1371151088305332224###Lionel_here|Li0nel
1346945944617676801###cookieseee|skye
1391772709781127172###ilyvigo|3aly
1243964145508081664###Mccyyyy|Grimm
3173893712###vinnydo2000|vinnydooooooooooooooooo
1184431635749457922###5848864838thchr|rjrhfjfufuduffuruhf

1164943614981468160###LiyueLaiyuet|Louie

1280434732115738624###n3ewb61|a
1198074069784158208###ezpxee|notxeusmarc
1148729312054579201###jackKeegs0201|Jack Keegan
4905021618###coletuds|outside
1266504204094369792###ojaeju1ce|jaeky
989907404###CalamariShibari|Calamari
2453594895###N0MorePedro|Pedro, Hikikomori
1377470781823852545###Adrmaw2|Adrmaw
1259273614572113923###nicwiecejbonie|bae.
1023880058555887619###ays_xian|buh
778940772519440384###mainmanprince|prince (Katana)
1068256788292747264###eksenlicious|Daniel
303800205###HelmyTamrela|22
1324202104706101249###MonMon39996057|cheese
1250502420062486532###chiscokk|chisco



1196165668506394627###im_gabefabiano|gabe
3253718791###HHimyaan|Himyaan_
1008252844070264832###Adrian_ddavid|Adwen
1042905795224952833###_umadam|umadam
188258959###augusty_warren|Augustin
1117257604525449216###PungentSam|chloroxylenol

1387796813634211842###majo_700|M/J
1349847728814100483###sail0rsky|sky
1162706715306934272###joaquinayo_|ayooowa

1287829049361010689###Skys10k|Sky
1196927307459383297###tohsakanic|Vladlust
1293366777334898695###MrJams123|MrJams
1261391377918763013###freikugel99|Freikugel
2600222755###terrenling|terren
1236768034083266567###RyanOC80965961|RyanOC
1372017436887687169###aldwyn__|aldwyn
1263158608432443399###amykrde_|a
930810956468207616###twilightosuu|Twi
1177819450755563521###KenDeCaps|neknek
703242013471219713###zoot2k|zoot
1159339585857417216###ForemanCheng|Foreman Cheng

1377569261753835522###GomulyaSwag|Diego Errando Gomulya

877565750273290241###WildcardOnYT|Kink3y
1042044558106869766###nazaaal_|�
1385443276770234368###PAPINJOVEN|Bab
962288923652206592###fernby_|f003rn

1340914993081008129###kctyl|/

3169700196###_jccrisostomo|jc
1143974918071021568###jawwwen|jar
1088083199140474880###rkengci|keng



1074742112221126656###lin_yuke|YukeLin
1185763423981727744###cruCruCRuC|Angel
120490606###AlistairSykes|Alistair
3226203631###Patrick_BTman|hypocrite
879180406917955584###ricabellsss_|:c
1169687334658424832###itsnotreallyjp|notreallyjp
808678333286350848###teenspiritjules|jules
1102567923162394625###cdona777|moved
1378644838522839045###AdamAyko|AdamAyko
873818912797986817###adriirune|ae
1234993902740033536###scottSexman|I HAVE MADE CONTACT WITH THE HUMAN RACE ALIEN ONLY
872535022321909760###dootdiddle|andr
892181542717595648###Dan938k|Danny
1234439757192556544###franconhs|asce
780578385189703680###Another_Senpai_|Satoru
3064793096###quienzonnn|Quien
810609022273458176###BiWEEEB|Rouge
1197276954124267520###firefoxxie|eArTh Is CuTe

1240931292776214528###daddelapparat|Cetherium
1038084473496264704###dxretto|dxretto

1312413796925878272###yasmineokbye|yasmine

1221817366541004800###Voxpopulivoxde7|Voxpopulivoxdei

1034117841568641025###yuiikeu|a
1164310903061450753###iuvpho|victoria

1215461139682922496###nitispatitis|J�lia est� com fome

1269807663283531776###sijustinpoito|isagi

978282165690621952###Davil35|ahoy hoy
1212005336304906240###badinglangpi|Neah
976752973572263936###melv1nma|gofigure
1392361627719061504###olemisinactive|ur dad
1190474469359251456###mchldlx_|mchldlx
1337954250526101504###W003x|WaSPzyy

1216465177463291904###christyylu|christy lu
1303474288561881089###ana_boko_|im not here
1030118140603232256###gtefoo|gtefo
1180092658762616832###fragilearies|j
990810780361723904###OlgGloglogk|olgo
1262883312088965121###frldoe|fr
892888132324126721###k1llj01|viper player
1263502626618052611###SnowyFuck|Snowy.


787093899504259072###agapito1st|Early Seven
802290820133060608###Osky_1_|Osky
898753425722290176###xarnold818|X-man
1339491547801210880###sv_kuon|kuon
1180272721067941888###kieroxuparteta|.
1238349526550769665###kzxioe|kiro
969326357741232128###sierrabarnnes|sierra

1299358505963597826###joe10406092|joe
1330239765405446147###freedomishe|wyfen

1335945415250808838###itismagician|Magician
1115111943440863232###fv04_|fv22
1180164614279110668###amirars2|mira :)
1247093364333281282###Exorlol|.
1330543808233287682###ethanzhou76|Ethanzhou76
973718868505124864###lorenzo_negrao|Lorenzo Negr�o Santos
1103687130478342145###hiyoval|hiyo

982026242647044097###cantbeanydumber|gffdfbjiyrdscvjkiydxv
1062654433841045507###Just__oK__|Just oK
859840409853448194###David00533|David
736446460137373696###luketaneh|Luke Tan

1229743515388780544###Yogurtchesse|Uga buga
1319510123639758848###RudyC_280300|Rudradev Chakravarty
1136648487024676864###Sympia_|jKo
1227231820569292802###baggier15|bagg1er

946427681637355521###bowlSZN|bowl
1383176120707788802###HarryMooney18|Harry Mooney
1218822980261830656###btechbojack|The cavalry
1323776589109334021###puzzl3ion|puzzl3ion

4452422664###mul4nbae|frrr skrrh
